Word,YouTube_Link
Custody,https://youtu.be/i07VeT58iLA
Cutout,https://youtu.be/Hz77BEDzZ-E
Cut,https://youtu.be/HG8PkQFk6po
Cycle,https://youtu.be/I5A2blkb1T8
Cylinder,https://youtu.be/82w5E_szSfs
Daily List,https://youtu.be/T3wOnHCetE0
Dam,https://youtu.be/THp4JJ3PWvo
Dance,https://youtu.be/mdlm_BRmE2o
Dangerous,https://youtu.be/xVuM_WPsOB8
Dark,https://youtu.be/TkdofzbdfeE
Darwer,https://youtu.be/pxDoKJd--Wk
Dasara,https://youtu.be/4j6MoLGuplE
Date,https://youtu.be/H0k_c6twr-Y
Daughter,https://youtu.be/OjYou9zLuDM
Day,https://youtu.be/11derBixy2I
Day After,https://youtu.be/rLgfWU1DpbY
Day Before,https://youtu.be/l6tVKGOn5JU
Day Book,https://youtu.be/pp-VaOe9Aek
Deaf,https://youtu.be/2NNiSDCb0ek
Debit Advice,https://youtu.be/A2t3ucbTnzg
Debt,https://youtu.be/M4-wk97gffk
Debt Doubtful,https://youtu.be/890291gO6Io
Deceased,https://youtu.be/WNeSwJJ4J7o
December,https://youtu.be/y1XgtWNM-OM
Decide,https://youtu.be/L-u8WLA5E18
Decimal,https://youtu.be/QvuS8pyY2a0
Declaration,https://youtu.be/CujxTrMxQEw
Decline,https://youtu.be/mOkpsL3dtYU
Decrease,https://youtu.be/38hLbeCJAtA
Deduction At Source,https://youtu.be/iuYHlVg5XXA
Deed Of Sale,https://youtu.be/E6XeodyBzYs
Deer,https://youtu.be/B1plqHKGoW4
Default,https://youtu.be/IZ5P9dAvZ5A
Defend,https://youtu.be/-37kn1vV9gc
Degree,https://youtu.be/ocJHUZkUA1E
Delegate,https://youtu.be/JZtlpCJqR-M
Delete,https://youtu.be/4-LrYNRVVZk
Delhi,https://youtu.be/3DeQ1zZ5pjo
Delivery,https://youtu.be/TIlcuqK-fr8
Demand,https://youtu.be/NfOadhavWHs
Demand Draft,https://youtu.be/sYoLxEMCh9E
Denomination,https://youtu.be/RZymw-Gk26s
Density,https://youtu.be/i5D0tObXY54
Department,https://youtu.be/WA9_DgdTz7M
Deposit,https://youtu.be/6r8MMPO3o9w
Deposit Safe Custody,https://youtu.be/kpVwMOWsclA
Deposit Short,https://youtu.be/ZHn-DlqMC3c
Depreciation,https://youtu.be/8OS9z5a2VfI
Depth,https://youtu.be/039-5dIML0I
Deputation,https://youtu.be/7MItzb6gz2c
Desert,https://youtu.be/jaGiqrGr1y0
Designing,https://youtu.be/HaYoTqtme1k
Desk,https://youtu.be/uMAC9Hx7UdQ
Despatch,https://youtu.be/mySSsdvhhZI
Destroy,https://youtu.be/DcRRjyNfFJs
Develop,https://youtu.be/vhqQBxbUVy0
Development,https://youtu.be/Hgv4G60B5Fc
Devil,https://youtu.be/EK6tORg211g
Dhobi,https://youtu.be/p2tdvIBIU0c
Dhothi,https://youtu.be/1O9PueJaMDw
Diabeletes,https://youtu.be/Gf4_V9dRgZk
Diabetes,https://youtu.be/U5lSxZnyve4
Diagonal,https://youtu.be/DU-O8ssmBHg
Die,https://youtu.be/kur_a7Q3Abg
Diesel,https://youtu.be/4aB00bo7A5M
Difference,https://youtu.be/-js9xT4ze2M
Different,https://youtu.be/8DFBVQZAs_U
Differential Rate Of Interest,https://youtu.be/4KjtR4PwJVM
Difficult,https://youtu.be/JW9yPJ2REK0
Diffraction,https://youtu.be/cZ4RwsITk3c
Dig,https://youtu.be/GtaZHYq-u_M
Dim,https://youtu.be/Q_wBjlTT4GY
Dinner,https://youtu.be/ywSGE7YCdCM
Diode,https://youtu.be/bdn3KzMo_rM
Direct,https://youtu.be/VBnTbBdLA1M
Direction,https://youtu.be/Ehm9mwSc-JU
Direct Appointment,https://youtu.be/K-cAmlbGqqE
Direct Current,https://youtu.be/HdtJulX0Koo
Dirty,https://youtu.be/lsaavtEzqKs
Disabled,https://youtu.be/qjlkVQxsQJg
Disagree,https://youtu.be/VUwFPpn_IZI
Disappear,https://youtu.be/0NMbSbEZ7G8
Disapproval,https://youtu.be/D4mWoGRHBYc
Disbursement,https://youtu.be/OsRTZjf3msw
Discharge,https://youtu.be/B6XbxlOZXm4
Discount,https://youtu.be/eSD8MwwgEhw
Discover,https://youtu.be/AbYawF3ki0k
Discretionary Limit,https://youtu.be/rbdcr9AQtrE
Discuss,https://youtu.be/uT8WGjPj-V8
Diseases,https://youtu.be/m8MBKbGzY6s
Disguise,https://youtu.be/vyvFWSdT7V4
Dish,https://youtu.be/94yey9jGdsE
Dish Antenna,https://youtu.be/tbjIgLxJxic
Dislike,https://youtu.be/GppkFygxOyQ
Dismissal,https://youtu.be/wPkxTCa_Dj4
Disolution,https://youtu.be/HB3JdzM5I8g
Dispersion,https://youtu.be/bubXTcY0A2E
Displacement,https://youtu.be/enZ-JZqbhk8
Distance,https://youtu.be/HrYfUg6i8DY
Distribute,https://youtu.be/5T4-x5twTKo
Distribution,https://youtu.be/KT6xge7oPak
District,https://youtu.be/W2nI_GK8rY4
Divide,https://youtu.be/nsIYX21oO_M
Dividend,https://youtu.be/aqym4tojhqQ
Division,https://youtu.be/QTSZAgSMfio
Diwali,https://youtu.be/zRnkG-1N3jY
Do,https://youtu.be/52a1sCV-74w
Doctor,https://youtu.be/-5lgXJQG0EM
Documents,https://youtu.be/geZegwhqVSE
Documents Of Title,https://youtu.be/h8zjYuaiBK8
Dog,https://youtu.be/r9QQ0jQ64IQ
Doll,https://youtu.be/q79Rs300DoY
Dollar,https://youtu.be/94KSlCCbBf0
Donkey,https://youtu.be/jR_zotBN7O0
Door,https://youtu.be/M9A3PKPxbdY
Doppler Effect,https://youtu.be/WYdAqmPV_Yc
Dosa,https://youtu.be/OUVv-5cwFaE
Double Entry,https://youtu.be/1kRjJqOY1q0
Double Handed,https://youtu.be/VlqddxqAYQo
Doubt,https://youtu.be/onUK6-vwi1s
Down,https://youtu.be/3BJDzOlCGcc
Draftsmen,https://youtu.be/1XGaQTl0iQs
Drama,https://youtu.be/8KHW8o8XZb0
Draw,https://youtu.be/U1jYplNZtN0
Drawer,https://youtu.be/3NPxIy6OXzg
Drawing,https://youtu.be/AKpYk0-0v8s
Dream,https://youtu.be/XvtQ_hOFO8E
Dress,https://youtu.be/hdFdrtyuxqw
Drink,https://youtu.be/6X8mSzwuKWw
Drive,https://youtu.be/1zOTclxTpZ0
Drop,https://youtu.be/hk2A1bKpvo4
Drown,https://youtu.be/MDshuUzuAQQ
Drum,https://youtu.be/czmizKva6TQ
Drumstick,https://youtu.be/w9Jz12VoOYQ
Dry,https://youtu.be/xcd8lsPxlP4
Dry Cell,https://youtu.be/S5iQxTVeKNE
Dubai,https://youtu.be/aJI0l51wGGM
Duck,https://youtu.be/QTyJEcqXDTg
Duplicate,https://youtu.be/V0VRDcoop14
Duration,https://youtu.be/4UvD29cSe1U
Durga,https://youtu.be/3-JaJnYcae8
During,https://youtu.be/KMB0F5vWexE
Duster,https://youtu.be/5DK7JulpR9g
Eagle,https://youtu.be/OaQqutxOEAE
Earn,https://youtu.be/7zYJmIUn870
Earth,https://youtu.be/LYfzb9LaUHw
Earthquake,https://youtu.be/8bC_BlQw_eQ
East,https://youtu.be/ZSOCalqaCTw
Easter,https://youtu.be/mnswyczu_t4
East,https://youtu.be/BpheOwGP6ZE
Easy,https://youtu.be/Q4WiRFOlOu0
Eat,https://youtu.be/d4nkMcBvUZM
Echo,https://youtu.be/Ku52vuQCoak
Eclipse,https://youtu.be/WWSODzzlgO8
Economic,https://youtu.be/P3LqZYt2U30
Edge,https://youtu.be/znGl0a0R3io
Education,https://youtu.be/xTirP9sB_SY
Egg,https://youtu.be/DtdeOvkYLo4
Elbow,https://youtu.be/1pTz3GSNi6w
Election,https://youtu.be/G9MUHd-IjF4
Electrical Energy,https://youtu.be/-2_NUxX4PVA
Electrical Tester,https://youtu.be/QKEuQ32GLNc
Electrician,https://youtu.be/KuwgdEpM9Bw
Electric Appliances,https://youtu.be/tAVnVRAbkz8
Electric Charge,https://youtu.be/42CmhRt0ANs
Electrode,https://youtu.be/A4s4g4tpDwQ
Electromagnet,https://youtu.be/LIZdSKzcc7c
Electromagnetic Wave,https://youtu.be/A0fQyTZj4Mk
Electromotive Force,https://youtu.be/KEhIkzsFVhk
Electron,https://youtu.be/IAqSm0HcDDI
Electronics,https://youtu.be/AFV4rZ8HFUI
Elephant,https://youtu.be/OHFdjCUkpME
Eliminate,https://youtu.be/XECPEZiJD4E
Embroidery,https://youtu.be/tHMs61ZefE8
Emergency,https://youtu.be/g-ErxwuqzTk
Emission,https://youtu.be/TING64HUZ2k
Emoluments,https://youtu.be/LPASkvwrEhg
Employment,https://youtu.be/qksJ3uwtD1o
Empty,https://youtu.be/UGMQBqwFQzg
Encashment,https://youtu.be/ava3Ux-MDDE
Enclosure,https://youtu.be/p7oldq2vCto
Encourage,https://youtu.be/pFvqiGdzRH4
End Use,https://youtu.be/eu6jtNK_qfI
Enemy,https://youtu.be/7OSI0FK-ka8
Energetic,https://youtu.be/p10Dt-78muM
Energy,https://youtu.be/BPXMuyXJai8
Energymeter,https://youtu.be/k0jZGXF0xNY
Engagement,https://youtu.be/h8h5ad2vUf8
Engine,https://youtu.be/2U643_QFXA8
England,https://youtu.be/m8OQCisbUss
Engineer,https://youtu.be/Oi__gIjhBk0
Enjoy,https://youtu.be/i9_iDJ7f6oU
Entertainment,https://youtu.be/3zXseLcBn4A
Envelope,https://youtu.be/REPEztEF060
Environment,https://youtu.be/u1e9ioscyfU
Equal,https://youtu.be/gmMXi65lYPA
Equation,https://youtu.be/ZQXv3lFCkp8
Equator,https://youtu.be/Swad8O2a5Qc
Eraser,https://youtu.be/UxC_mC9iK-I
Erect,https://youtu.be/3GbJlbAKUy8
Error Of Omission,https://youtu.be/UfJyWbJ_RpQ
Escape,https://youtu.be/aj736kmw3Pw
Essay,https://youtu.be/l1xyWyTDKy4
Establishment,https://youtu.be/JiPwL-4i6Uo
Estimate,https://youtu.be/rvOBl50SewA
Europe,https://youtu.be/D38jZfxOtFs
Evening,https://youtu.be/zSwPgYew9xY
Examination,https://youtu.be/H-QyPKHdBpo
Examine,https://youtu.be/s13W7g7VnJ8
Exchange,https://youtu.be/ITV9-ymtK_M
Exchange Foreign,https://youtu.be/pEdQoefPlaI
Exemption,https://youtu.be/yYgwZxLlykw
Exercise,https://youtu.be/lGjAsZhyyKc
Exhaust Pump,https://youtu.be/TihAh8jvRTs
Expansion,https://youtu.be/sJF8p7K6dwk
Expenditure,https://youtu.be/gfgQWafpuLo
Expensive,https://youtu.be/CNIlm20ulSs
Experience,https://youtu.be/Lh8YfU2MNWc
Experiment,https://youtu.be/YVRYl6f1f_0
Expert,https://youtu.be/aKKqKv1FFrU
Expiry,https://youtu.be/rFlXpH9WCf8
Explain,https://youtu.be/A-XKL0nXLoA
Export,https://youtu.be/QckqmpDk6uc
Extension Counter,https://youtu.be/xwhBXEev13o
External,https://youtu.be/NYWcVvZIlwY
External Combustion Engine,https://youtu.be/XzFGTYxVrW0
Extra,https://youtu.be/nGYNwYqr4iM
Eye,https://youtu.be/JKKejwob7W8
E-Mail,https://youtu.be/kfSr1QvbHZA
Face,https://youtu.be/31IAr_rm054
Face Value,https://youtu.be/WVaqG1MJyr4
Faclory,https://youtu.be/esjHmLoXTKQ
Facsimile Signature,https://youtu.be/msFZgjGHhCw
Fail,https://youtu.be/hMLtjJ2H09Y
Faith,https://youtu.be/mZPhzM2sh0E
Fake,https://youtu.be/uyRfqa6Am-M
Fall,https://youtu.be/5ZQ26qxo_qY
FALSE,https://youtu.be/OSxSHGU_WOo
Family,https://youtu.be/7swvJrXBA3I
Famous,https://youtu.be/7Vn_Dto8Vq4
Fan,https://youtu.be/PB7rn__dcKg
Fare,https://youtu.be/KCFYiQAly-Q
Farm,https://youtu.be/ITtZaBbXqyE
Farmer,https://youtu.be/j2TJMBMK4tw
Far,https://youtu.be/oRbyb-naKkE
Fast,https://youtu.be/SGsTDG4Awfk
Fat,https://youtu.be/H2RHQ43Nly4
Father,https://youtu.be/Gm2HCSz7Jqg
Father-In-Law,https://youtu.be/y6iDMOz13sI
Fax,https://youtu.be/8VeV3_Y6Olw
Fear,https://youtu.be/inqCbpEQ4LM
Feather,https://youtu.be/4RNnYGS3E34
February,https://youtu.be/_yuawBKn9O0
Feed,https://youtu.be/nH5V7jQYZfU
Feel,https://youtu.be/IommKlI9JqQ
Festivals,https://youtu.be/zxXFqg4uC_I
Few,https://youtu.be/JGDj06htv-A
Field,https://youtu.be/NkQLCSHvZcY
Fight,https://youtu.be/BGfcBh4woVU
Figure,https://youtu.be/pG0n_OYfyQ4
Filament,https://youtu.be/uCxNvB_ULoA
File,https://youtu.be/dmspcOTLMP8
Fill,https://youtu.be/FiEj2MNIRAs
Film,https://youtu.be/Br0rMI_5PzA
Filter Pump,https://youtu.be/bBzWwcYyMK8
Final,https://youtu.be/LZheGIIbAGs
Final Accounts,https://youtu.be/Ipvw2kyzr_w
Finance,https://youtu.be/Gvg-342aMWE
Financial Year,https://youtu.be/aAOnQ9s6SlM
Find,https://youtu.be/gb87YgCYHY0
Fine,https://youtu.be/hMHTMJFYAaI
Fingers,https://youtu.be/8hLvImVhOJM
Finish,https://youtu.be/7LIrmOTBAok
Fioppy,https://youtu.be/o4GtA7kt0xc
Fire,https://youtu.be/T4ySB6yP-m0
First Charge,https://youtu.be/Oc7vrILPpCQ
First Floor,https://youtu.be/zqoQST3Oap8
Fir,https://youtu.be/F9qYkNV06NE
Fish,https://youtu.be/G3noibPzJ1w
Fisher Man,https://youtu.be/ak5WS3_FBv8
Fishing Net,https://youtu.be/bOqgzRbAuqg
Fixed Asset,https://youtu.be/fQBJzNtf6rU
Fixed Rate,https://youtu.be/-PFwmd8NQgI
Flag,https://youtu.be/BzQFZNqQVsc
Flat,https://youtu.be/Z7rp2PsMEnM
Flexible,https://youtu.be/9D6zt9-uP88
Float,https://youtu.be/OC4C5-lLWxc
Flood,https://youtu.be/E1bMcpst-p8
Floor,https://youtu.be/DRvjyDqrHq4
Flourescence,https://youtu.be/dk9QGWXU2kY
Flower,https://youtu.be/hGE-45zVP8w
Fluctuation,https://youtu.be/PKi9kC2RNzo
Fluid Pressure,https://youtu.be/BTWoG55D4ns
Flute,https://youtu.be/uL1_UYVYkfg
Focal Length,https://youtu.be/NLEkfw25jWU
Folio,https://youtu.be/V1-w01T8L84
Follow,https://youtu.be/W7fDu4rueCg
Follow – Up Action,https://youtu.be/4J5r3KmJCPU
Food,https://youtu.be/NROeKyImRuI
Fool,https://youtu.be/DQZ8UEoRnUs
Foolish,https://youtu.be/GjOTwnRW2RM
Foot,https://youtu.be/2wA4J_9FFIc
Football,https://youtu.be/QBg2Y55juuY
Footpath,https://youtu.be/0EQEGldp9YA
Force,https://youtu.be/4kKAKsQ5mGU
Foreign,https://youtu.be/A3QOVwivz4Q
Forged,https://youtu.be/ObVcGiVYofE
Forget,https://youtu.be/JGiAZZ8byeU
Form,https://youtu.be/VV7wIkRKbf0
Formula,https://youtu.be/B0wM7GT2PKU
Form ,https://youtu.be/4gyV6cLT2o4
Fossil Fuels,https://youtu.be/P6e7z3qKweg
Fox,https://youtu.be/S0eE3CkrjZU
France,https://youtu.be/Ppbq_RDljyA
Frank,https://youtu.be/8NUflCsxZS0
Fraud,https://youtu.be/FqtbCwFHFrw
Free,https://youtu.be/EYWI_5mkrbc
Freeze,https://youtu.be/NXEPPzd8AXk
Freezing,https://youtu.be/wq4yQ4OdJ5U
Frequency,https://youtu.be/g1yiti_ayE8
Fresh,https://youtu.be/4OMY6uJx-O4
Frictional Force,https://youtu.be/7ViTNBqzX6o
Friday,https://youtu.be/b_lBAwm-AC4
Friend,https://youtu.be/ElXP4DjT3H8
Frock,https://youtu.be/0AH93vop9YA
Frog,https://youtu.be/e6oOrAWzRak
From,https://youtu.be/UfYeaYNJV8E
Fruits,https://youtu.be/Yu6K4sXguXs
Fry,https://youtu.be/s6C3AecUXiY
Full Moon Day,https://youtu.be/s_VX_84e7iM
Full,https://youtu.be/BrDv3nkZnCE
Fumiture,https://youtu.be/M7-RJmu46Fs
Fund,https://youtu.be/opvfqSmc3TM
Funding,https://youtu.be/xgtcWuX0mdU
Funeral,https://youtu.be/XYfVG8GNe4E
Funny,https://youtu.be/5TdjY77NHDE
Fuse,https://youtu.be/guhzTYs8TN8
Galaxy,https://youtu.be/nnnPWu4bf60
Galvanometer,https://youtu.be/vVGXtFbW5RI
Games,https://youtu.be/5naqubp3l2I
Gamma Ray,https://youtu.be/8rbvjjFfIPQ
Ganapathi,https://youtu.be/wzyxwmhPV9Y
Gardener,https://youtu.be/QlxwXFyAhOw
Garlic,https://youtu.be/ZzvSRtMXoSA
Gas,https://youtu.be/7ehztIhH_uA
Gas Equation,https://youtu.be/ShXISzBU1Ug
Gas Stove,https://youtu.be/mL4_qchOSsM
Gate,https://youtu.be/uA9K19APeNo
Gazette,https://youtu.be/WihSOQ3tQkw
General Ladger,https://youtu.be/ph86UNnfHM4
Generator,https://youtu.be/qouHxEWVK2w
Genuine,https://youtu.be/ubkSJRDhK7E
Geography,https://youtu.be/EI4ConsbYws
Geometry,https://youtu.be/4RBAWNsG8Hk
Geothermal Energy,https://youtu.be/N1sRspbhlk8
Germany,https://youtu.be/9200bHjUzac
Geyser,https://youtu.be/_vpJKqAQ_u8
Ghee,https://youtu.be/2VUCXrEllWo
Ghost,https://youtu.be/KVhmMplAyTE
Ginger,https://youtu.be/xgQSpL99krE
Giraffe,https://youtu.be/8_1PBGMAj9w
Girl,https://youtu.be/gz02l8wMzKk
Give,https://youtu.be/Codai31kUpE
Glass,https://youtu.be/oQ5MXCEEm7M
Glass Rod,https://youtu.be/tKKM601QlDM
Glass Slab,https://youtu.be/aJeKWqpMr7Y
Globe,https://youtu.be/KfY5FcxSBFk
Gloves,https://youtu.be/o1T_M9vuDr8
Go,https://youtu.be/PQoocuBF2f8
Goa,https://youtu.be/v1rzpB-cgGY
Goal,https://youtu.be/jbQ45t-svIc
Goat,https://youtu.be/aD03ngrTQoI
God,https://youtu.be/SqjG2lMm-NU
Gold,https://youtu.be/iyN0Qrmy8F8
Goods,https://youtu.be/33mc9fTI8tE
Goods Retumed,https://youtu.be/hl1aZKaSZ7I
Good,https://youtu.be/mmXQw0IktO0
Gossip,https://youtu.be/Jaw_nTMEwzY
Government,https://youtu.be/xKRO8sRM6yQ
Grain,https://youtu.be/rs7TTTwmbBo
Gram,https://youtu.be/ZHBeAUvAWFw
Granddaughter,https://youtu.be/zBvs_GPf6Y8
Grandfather,https://youtu.be/Fep0HNXm84k
Grandmother,https://youtu.be/vFgAnpNlRF0
Grandson,https://youtu.be/5-YpUXKTx2Q
Grass,https://youtu.be/poWZ8sd_wfk
Gravity,https://youtu.be/TZkleWcH-wU
Green,https://youtu.be/D9ihUabRKIQ
Grey,https://youtu.be/0JIsxA88oss
Grind,https://youtu.be/_RUSSzoAwkI
Gross,https://youtu.be/5W55as3iStE
Groundnut,https://youtu.be/6OIXmWk9mhY
Group,https://youtu.be/6x41e1s898c
Grow,https://youtu.be/etpYZfoTkBE
Growth,https://youtu.be/drY08LJIVLw
Guard,https://youtu.be/m95rHmULP1k
Guilty,https://youtu.be/zeLeGWdpYiE
Guitar,https://youtu.be/WXmlDg-Id_U
Gujarati,https://youtu.be/mP9BH-ZabQk
Gun,https://youtu.be/lDeEBmTDzIY
Gurunanak Jayanthi,https://youtu.be/sAQO6QDpXPM
Guwahati,https://youtu.be/562GxmYvvsg
